ID Date gender age handiness kind user truth accurate
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan happy happy 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan neutral neutral 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan happy happy 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad neutral 0
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan neutral neutral 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan neutral neutral 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan happy happy 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan happy happy 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan neutral neutral 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan sad sad 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan neutral neutral 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan neutral neutral 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan neutral neutral 1
»ÆÏþåû 2021-01-26 06:09:49.705803+00:00 female 21 right realMan happy happy 1
