ID Date gender age handiness kind user truth accurate
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad neutral 0
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral sad 0
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right realMan happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon sad sad 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon happy happy 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon neutral neutral 1
¥ﬁ√Ù 2021-01-27 08:42:00.465377+00:00 female 23 right cartoon sad sad 1
